Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Exam_Score,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Previous_Scores,Student_ID
20,65,4.34,1.54,Yes,7,62,7.97,Yes,0,5565.41,5.24,Public,Neutral,0,Yes,Postgraduate,Near,Male,80,77581
12,100,5.5,4.87,Yes,4,68,3.05,Yes,2,2697.97,5.12,Public,Neutral,3,No,College,Far,Male,68,74946
12,77,5.11,4.34,Yes,8,57,6.17,Yes,2,4356.04,7.55,Public,Negative,2,No,College,Moderate,Male,63,68922
18,74,4.43,3.87,No,6,56,3.25,Yes,1,5055.35,5.06,Private,Positive,3,No,College,Moderate,Male,64,55649
30,88,5.28,3.73,No,9,91,5.01,Yes,3,5677.92,1.8,Public,Positive,3,No,High School,Near,Female,73,14610
18,75,5.93,4.44,Yes,6,88,1.63,Yes,2,6072.69,7.23,Public,Negative,1,Yes,Postgraduate,Near,Female,66,66594
11,93,5.07,3.34,Yes,6,72,2.08,Yes,2,1987.0,5.88,Public,Negative,3,No,College,Moderate,Male,66,99462
19,78,7.79,7.95,No,5,55,3.6,Yes,0,6958.46,5.46,Public,Neutral,4,No,High School,Moderate,Male,66,31562
18,89,4.0,9.59,Yes,5,72,1.92,Yes,4,5641.8,0.19,Public,Neutral,2,No,High School,Near,Female,69,79611
4,64,5.4,9.25,Yes,7,65,6.68,Yes,1,5907.96,9.07,Public,Negative,4,No,High School,Far,Male,59,93089
20,94,5.98,4.98,No,7,89,3.61,Yes,0,4678.21,5.93,Private,Neutral,1,No,High School,Near,Male,68,94199
19,89,5.88,4.95,No,6,55,5.0,Yes,1,4639.94,6.52,Private,Neutral,3,No,Postgraduate,Moderate,Female,67,14702
24,68,5.11,4.92,Yes,10,73,2.73,Yes,1,5674.46,6.34,Public,Neutral,4,Yes,High School,Moderate,Female,64,91017
31,66,1.34,8.05,Yes,8,80,2.1,Yes,0,3805.87,1.23,Private,Negative,4,No,High School,Near,Female,65,40488
27,73,4.02,3.49,No,7,99,1.0,Yes,1,1374.44,4.34,Public,Positive,4,No,College,Near,Male,68,97380
18,99,5.29,8.99,Yes,4,54,2.77,Yes,0,6784.05,4.67,Public,Positive,3,No,Postgraduate,Moderate,Male,70,21207
13,70,4.46,3.27,No,8,56,4.69,Yes,2,6863.59,7.02,Public,Neutral,0,No,High School,Near,Male,62,69311
35,78,8.51,2.26,Yes,10,99,3.0,Yes,1,4487.43,6.94,Private,Positive,2,No,High School,Near,Male,72,16290
20,61,5.81,1.39,Yes,7,70,1.11,Yes,1,6013.56,5.69,Private,Positive,4,No,High School,Moderate,Female,62,65056
20,76,7.51,7.59,Yes,6,87,2.76,Yes,1,1080.61,4.89,Public,Negative,4,No,Postgraduate,Moderate,Male,68,43915
20,83,7.52,3.43,No,7,89,5.09,Yes,3,1427.24,8.62,Private,Negative,4,No,High School,Near,Female,69,35932
21,98,7.79,3.04,No,5,66,2.6,Yes,3,8366.1,7.72,Public,Positive,5,No,High School,Near,Male,73,28250
19,81,7.45,7.01,No,8,61,2.97,Yes,3,6141.04,6.69,Private,Negative,5,No,Postgraduate,Near,Male,69,63896
17,93,5.74,4.36,Yes,9,64,3.05,Yes,1,6445.45,4.69,Public,Neutral,3,No,High School,Moderate,Female,67,99865
17,82,4.07,1.49,No,6,88,0.45,Yes,2,3266.97,0.48,Private,Neutral,3,No,Postgraduate,Near,Male,65,75051
20,62,1.91,2.41,No,6,92,8.5,Yes,2,4535.4,6.07,Public,Positive,3,No,Postgraduate,Moderate,Male,63,39075
17,73,7.28,4.83,Yes,7,85,6.78,Yes,2,3441.32,5.0,Public,Positive,2,No,High School,Moderate,Male,66,65741
16,83,5.84,4.86,No,6,72,5.51,Yes,1,3119.33,8.5,Public,Positive,2,No,College,Near,Male,66,57424
21,98,4.64,9.19,No,5,63,1.5,Yes,0,3945.28,8.22,Public,Neutral,2,No,Postgraduate,Near,Male,70,23089
18,94,4.59,4.78,No,6,71,0.91,Yes,2,9770.88,6.6,Public,Neutral,3,No,Postgraduate,Far,Male,69,17034
29,69,4.28,9.29,No,6,96,2.89,Yes,1,9449.02,4.71,Public,Positive,4,No,High School,Near,Female,70,76987
4,69,4.61,2.78,No,9,93,2.42,No,2,5382.34,9.67,Private,Negative,3,No,High School,Moderate,Female,58,36473
27,68,4.0,4.17,No,9,66,5.2,Yes,3,7597.37,6.18,Private,Positive,3,No,High School,Far,Male,67,11748
27,97,8.39,7.26,Yes,9,66,0.17,Yes,1,3278.67,0.0,Public,Positive,3,No,High School,Far,Male,73,22191
8,94,7.97,2.82,No,8,89,7.06,Yes,0,5622.61,4.14,Public,Neutral,2,No,High School,Near,Female,66,55718
18,91,8.38,7.09,Yes,7,71,9.65,Yes,0,5236.42,4.82,Public,Neutral,3,No,High School,Near,Male,70,13464
18,76,7.69,7.28,No,6,79,4.06,Yes,1,5697.05,4.8,Private,Positive,2,No,Postgraduate,Far,Female,67,10778
12,80,2.25,1.73,No,9,71,7.82,Yes,1,1990.97,0.23,Private,Positive,3,Yes,High School,Moderate,Female,60,50255
15,79,7.81,4.72,No,8,62,0.88,Yes,1,2716.55,2.13,Public,Positive,3,No,College,Near,Male,65,77921
13,70,5.89,4.58,No,5,59,4.98,Yes,0,5435.95,7.92,Private,Positive,2,No,Postgraduate,Near,Female,63,99882
31,80,8.88,7.37,Yes,6,57,1.44,Yes,1,4927.51,8.1,Private,Positive,3,No,High School,Near,Female,72,25686
26,61,2.46,3.51,Yes,5,51,9.68,Yes,0,4012.37,5.64,Private,Neutral,5,No,High School,Moderate,Female,62,22780
28,65,5.78,3.65,Yes,4,64,6.03,Yes,6,6272.51,9.57,Public,Neutral,3,No,Postgraduate,Near,Male,70,30493
24,95,8.62,1.06,Yes,8,59,5.35,Yes,2,2028.67,7.11,Public,Negative,1,No,College,Moderate,Male,70,95956
13,90,4.75,3.39,No,5,63,6.42,Yes,0,1346.32,6.46,Public,Neutral,4,No,High School,Moderate,Female,64,21468
17,77,5.3,3.45,Yes,6,54,1.14,Yes,3,1808.93,5.64,Public,Neutral,4,No,High School,Moderate,Male,64,49293
23,81,4.27,2.01,Yes,7,67,4.16,Yes,0,4512.12,9.41,Private,Positive,5,No,,Moderate,Female,67,12596
13,75,5.11,9.57,Yes,7,76,8.65,Yes,1,6600.99,9.19,Public,Negative,1,No,,Moderate,Male,64,35516
24,90,4.33,4.17,Yes,6,97,2.41,Yes,1,9248.8,7.29,Public,Positive,4,No,High School,Near,Male,72,57357
19,91,4.12,2.79,No,9,67,5.03,Yes,0,6283.26,6.36,Private,Negative,3,No,College,Near,Female,66,75190
18,91,4.68,3.77,No,5,52,3.32,Yes,2,4511.42,4.16,Public,Negative,4,No,High School,Moderate,Female,66,94327
24,89,5.54,9.2,Yes,5,68,4.1,Yes,0,2113.46,9.41,Public,Positive,2,No,Postgraduate,Near,Female,71,27233
23,68,2.98,1.7,No,8,91,4.77,Yes,5,4823.07,6.12,Public,Negative,5,No,Postgraduate,Near,Female,66,80698
18,74,5.02,2.66,Yes,6,67,7.19,Yes,2,1670.16,9.58,Public,Neutral,2,No,High School,Near,Male,64,16096
27,79,5.84,1.94,No,6,65,2.44,Yes,0,4296.28,5.21,Private,Negative,2,No,College,Near,Male,66,92069
14,73,5.22,1.64,Yes,5,96,1.24,Yes,1,4652.63,6.28,Public,Negative,3,No,High School,Moderate,Female,62,11543
24,90,4.24,4.79,No,8,65,5.55,Yes,4,4681.52,4.79,Public,Neutral,4,No,High School,Moderate,Male,70,55324
24,73,4.74,4.68,Yes,7,99,4.23,Yes,3,6172.46,9.16,Private,Neutral,3,No,High School,Near,Female,69,40124
18,66,7.94,3.13,No,7,92,3.32,Yes,2,3355.11,5.52,Private,Neutral,4,No,High School,Moderate,Male,65,42931
22,76,8.45,3.28,Yes,6,84,7.64,Yes,2,4481.66,7.59,Public,Neutral,3,No,High School,Near,Male,70,51966
12,99,8.11,9.17,Yes,6,80,6.9,No,0,8521.54,6.12,Public,Positive,3,No,High School,Moderate,Male,70,42446
26,69,4.33,4.95,Yes,7,61,3.56,Yes,1,9612.74,7.19,Public,Positive,2,No,College,Near,Male,67,70268
19,84,4.23,8.73,Yes,8,87,2.53,Yes,2,1021.54,8.27,Public,Positive,3,No,High School,Moderate,Female,69,27738
17,77,1.19,3.16,No,9,67,2.27,Yes,0,4787.39,7.42,Public,Neutral,5,Yes,High School,Near,Female,62,77951
26,63,5.77,7.77,Yes,9,74,6.22,Yes,1,3201.91,5.01,Private,Positive,4,No,High School,Near,Female,67,41657
16,80,7.47,3.76,No,8,55,8.12,No,0,4353.36,5.31,Public,Positive,6,No,College,Moderate,Male,65,43860
12,88,4.12,4.79,No,8,65,6.45,Yes,0,3888.5,5.19,Public,Positive,4,No,High School,Near,Male,65,33702
11,81,4.04,8.41,Yes,5,76,6.83,Yes,1,2549.57,0.0,Public,Neutral,3,No,Postgraduate,Far,Male,65,84943
24,95,5.62,1.74,Yes,6,73,4.7,No,3,4327.79,6.54,Public,Positive,2,No,High School,Moderate,Male,69,97346
12,72,5.7,4.85,No,8,67,0.97,Yes,4,4194.97,6.67,Public,Neutral,4,No,High School,Near,Male,63,98989
31,63,2.33,8.37,Yes,7,74,2.43,Yes,3,4590.09,6.44,Public,Negative,2,No,College,Moderate,Male,66,28519
8,97,5.32,7.37,Yes,8,87,5.38,Yes,0,5518.0,4.79,Public,Positive,2,Yes,High School,Near,Male,67,51478
30,75,4.01,3.22,No,8,73,9.3,Yes,1,4689.2,6.56,Public,Negative,3,No,College,Near,Male,69,62727
21,83,5.98,4.47,Yes,8,75,7.59,Yes,1,4844.31,7.27,Public,Neutral,2,No,High School,Far,Male,67,84149
19,92,5.77,4.56,Yes,5,85,4.71,Yes,1,5992.57,7.88,Private,Neutral,4,No,High School,Near,Male,70,34028
17,73,7.99,8.36,Yes,7,92,5.45,Yes,2,9413.24,5.81,Private,Negative,2,No,High School,Moderate,Male,67,72799
22,89,8.64,4.11,No,6,76,5.54,Yes,2,3724.24,5.54,Public,Neutral,4,No,High School,Near,Male,70,35937
20,65,8.92,8.55,Yes,6,97,6.32,Yes,0,4299.7,1.72,Private,Negative,3,No,High School,Moderate,Female,65,72616
27,72,5.59,1.09,No,4,68,3.69,No,0,6054.98,8.39,Public,Negative,3,Yes,College,Near,Male,63,66167
21,66,4.93,4.78,Yes,7,63,6.17,Yes,0,7849.76,6.91,Public,Neutral,3,No,High School,Near,Female,64,67692
21,92,7.52,4.13,Yes,4,85,2.87,Yes,1,9271.46,5.74,Public,Negative,3,No,High School,Far,Male,69,14395
18,69,1.95,4.28,No,8,59,2.3,No,1,1116.4,4.1,Public,Positive,4,No,High School,Near,Female,60,73352
20,89,1.98,4.03,Yes,9,95,5.21,Yes,3,4997.04,6.68,Public,Positive,3,No,High School,Moderate,Male,69,16295
22,98,4.23,1.92,Yes,8,69,3.69,Yes,4,8100.95,4.58,Private,Positive,2,No,High School,Near,Female,72,91433
10,81,5.41,1.94,Yes,7,85,1.66,Yes,1,4926.82,4.12,Public,Neutral,2,No,College,Near,Male,63,20958
12,82,1.57,4.16,No,9,79,7.93,Yes,0,1143.34,5.49,Private,Positive,2,No,College,Moderate,Female,63,70294
24,78,7.05,1.67,Yes,7,53,8.26,Yes,0,4256.11,6.23,Public,Neutral,4,Yes,,Near,Male,66,16897
21,73,4.03,4.31,No,6,85,5.81,Yes,6,4623.18,7.58,Public,Neutral,5,No,College,Near,Male,70,89438
19,79,4.29,7.74,Yes,7,90,6.52,Yes,1,8398.84,6.71,Public,Negative,4,No,College,Far,Female,68,37277
20,84,5.51,3.03,Yes,10,99,1.1,Yes,2,5612.06,5.7,Private,Positive,3,No,High School,Moderate,Male,69,35958
22,99,4.03,4.63,Yes,5,71,8.65,Yes,0,4813.78,9.07,Public,Neutral,4,No,College,Near,Female,72,42498
17,98,2.71,8.81,No,5,75,2.92,Yes,1,4871.22,1.77,Private,Positive,3,Yes,College,Near,Male,67,52664
15,94,2.96,3.82,No,8,94,2.05,Yes,1,8816.86,5.61,Public,Positive,4,No,High School,Moderate,Male,68,78006
21,96,5.11,8.78,No,7,63,4.2,Yes,1,6286.33,5.75,Private,Negative,2,No,Postgraduate,Far,Female,70,24845
14,79,8.82,4.59,Yes,6,59,4.24,Yes,5,4846.62,9.14,Public,Positive,3,No,Postgraduate,Far,Male,68,78646
22,86,4.52,3.08,Yes,5,57,7.41,Yes,2,4041.39,6.94,Public,Positive,3,No,College,Moderate,Male,69,90946
10,96,4.07,4.7,No,4,99,5.1,Yes,1,6099.54,5.75,Private,Negative,5,No,College,Near,Female,68,23695
26,76,5.33,3.35,No,5,64,0.98,Yes,0,6080.15,6.02,Public,Positive,5,No,College,Far,Female,66,91507
23,98,4.17,3.28,No,9,88,9.66,Yes,1,3357.35,5.68,Public,Negative,4,No,Postgraduate,Moderate,Female,72,20410
22,77,5.6,4.56,Yes,7,72,3.02,Yes,2,4925.35,7.61,Public,Neutral,3,No,High School,Near,Male,67,54813
26,84,1.99,9.42,No,4,62,5.07,No,3,9773.33,7.05,Public,Positive,2,No,High School,Near,Male,70,60959
30,88,7.78,3.06,Yes,9,96,3.45,Yes,1,6164.03,7.11,Private,Neutral,3,Yes,High School,Near,Male,73,65623
26,98,4.09,2.04,Yes,9,73,8.35,Yes,1,8467.56,0.16,Public,Neutral,6,No,Postgraduate,Moderate,Male,73,39587
9,70,5.23,4.93,No,9,78,0.9,Yes,1,6086.99,0.67,Public,Neutral,2,No,High School,Near,Female,60,65003
12,90,4.72,7.82,No,6,61,0.68,Yes,2,6301.89,8.99,Public,Neutral,3,No,College,Near,Male,67,89305
16,81,7.46,3.76,Yes,7,66,3.63,Yes,3,9995.68,9.71,Private,Positive,4,No,High School,Near,Male,69,68050
20,71,4.75,2.22,No,7,87,7.62,Yes,1,4732.24,4.45,Public,Negative,5,No,High School,Near,Male,65,33397
23,91,1.49,9.23,Yes,9,67,1.25,Yes,2,3273.9,4.22,Public,Neutral,4,No,,Near,Female,70,53584
16,82,8.38,9.31,Yes,6,75,2.18,Yes,3,6235.59,0.0,Public,Neutral,3,No,College,Moderate,Female,68,46571
21,86,5.4,1.69,No,6,56,5.06,Yes,1,1964.34,9.05,Private,Negative,2,No,College,Near,Female,66,94211
15,73,2.06,7.8,Yes,8,93,6.01,Yes,1,4899.59,7.83,Public,Positive,4,No,College,Far,Male,65,23168
16,79,2.57,3.21,Yes,9,87,6.61,Yes,1,3335.23,5.81,Public,Neutral,2,No,College,Moderate,Female,64,91695
12,85,7.14,9.38,Yes,7,88,7.78,Yes,1,2908.85,4.75,Public,Neutral,0,No,College,Far,Female,67,67911
14,76,7.89,3.13,Yes,8,59,0.95,Yes,3,6982.96,4.67,Private,Neutral,5,No,High School,Moderate,Male,65,18649
12,68,8.38,7.14,Yes,7,75,6.85,Yes,1,4156.83,0.24,Private,Positive,4,No,High School,Near,Male,64,20084
14,98,7.71,8.62,No,7,51,3.66,Yes,0,4728.81,2.92,Public,Positive,1,Yes,High School,Near,Male,67,56320
26,80,5.71,2.09,Yes,6,66,3.3,Yes,2,8430.1,4.26,Public,Neutral,4,No,Postgraduate,Near,Male,70,13083
14,89,4.77,2.31,Yes,5,67,2.9,No,3,4424.91,0.81,Private,Neutral,3,No,High School,Far,Female,63,39443
36,76,4.52,4.17,No,6,96,5.47,Yes,1,4136.01,6.03,Private,Neutral,2,No,College,Near,Male,71,91350
23,74,7.23,1.88,No,6,100,2.66,Yes,2,9870.58,1.7,Private,Positive,3,No,High School,Near,Male,68,42814
21,76,5.67,3.25,No,7,81,5.2,Yes,0,5773.1,8.4,Private,Positive,2,No,College,Moderate,Female,67,42950
15,76,7.69,7.11,Yes,9,76,4.52,Yes,1,5626.59,7.28,Public,Neutral,2,No,Postgraduate,Far,Female,67,65471
24,82,1.98,4.25,Yes,7,72,5.89,Yes,0,5153.45,9.27,Public,Positive,2,No,Postgraduate,Moderate,Female,68,76961
17,82,7.8,3.3,No,6,51,4.16,Yes,1,1595.61,6.29,Public,Positive,3,No,Postgraduate,Moderate,Male,66,43819
21,80,5.93,3.18,Yes,8,90,5.95,Yes,0,6887.4,4.89,Public,Negative,4,No,College,Near,Male,68,73410
35,65,8.54,3.99,Yes,7,84,8.91,Yes,0,4974.76,4.21,Public,Positive,2,No,High School,Moderate,Male,70,30482
19,80,2.47,2.18,No,8,82,5.29,Yes,5,4895.85,1.35,Public,Positive,3,No,College,Near,Male,67,85753
27,67,2.9,4.77,Yes,6,90,6.32,Yes,2,8077.25,8.16,Private,Neutral,3,No,High School,Moderate,Male,67,15504
16,65,1.16,7.12,No,9,96,2.87,Yes,2,4582.44,5.79,Public,Negative,2,No,High School,Near,Male,62,26468
20,97,4.07,9.09,No,9,69,1.41,Yes,0,3528.24,1.89,Public,Negative,3,Yes,High School,Near,Male,67,68411
31,84,4.53,7.66,No,7,71,2.77,Yes,4,2724.58,5.14,Public,Negative,4,No,High School,Far,Male,70,64574
16,86,8.2,9.95,No,8,99,5.17,Yes,4,4547.95,7.37,Private,Neutral,4,No,College,Near,Male,72,35554
31,76,5.99,3.86,Yes,9,83,4.86,Yes,2,7737.82,6.46,Private,Negative,3,No,High School,Moderate,Female,70,89029
24,96,2.3,8.13,No,6,93,6.78,Yes,2,3540.38,4.32,Public,Neutral,2,No,High School,Moderate,Female,94,21999
17,86,5.0,3.07,No,7,61,4.87,No,2,8021.07,4.09,Public,Positive,3,No,High School,Moderate,Male,66,19704
24,91,1.4,2.6,Yes,7,66,8.78,Yes,2,1196.79,7.55,Public,Neutral,3,No,High School,Near,Male,69,25369
26,75,7.88,3.85,No,5,70,2.4,Yes,0,8646.94,3.9,Private,Neutral,2,No,Postgraduate,Near,Male,68,25567
24,98,8.89,1.98,No,8,66,8.13,Yes,2,4175.16,4.9,Public,Positive,1,No,High School,Moderate,Male,71,84337
11,93,7.68,4.36,No,9,94,5.74,Yes,4,3218.07,9.55,Public,Neutral,4,No,High School,Moderate,Male,69,99101
16,94,5.77,3.11,No,7,76,0.46,Yes,2,5376.96,5.5,Public,Neutral,3,Yes,High School,Near,Female,67,33619
19,67,1.2,4.65,Yes,8,98,4.59,Yes,2,4853.05,6.93,Private,Negative,2,No,Postgraduate,Near,Female,64,29500
20,71,5.91,4.68,Yes,9,66,3.54,Yes,1,5008.94,3.88,Private,Negative,5,Yes,College,Near,Female,63,78163
24,71,5.55,7.49,Yes,6,52,3.5,Yes,2,5375.36,5.69,Private,Neutral,3,No,College,Far,Female,66,58535
21,71,8.17,4.75,Yes,8,57,0.91,No,2,7881.17,6.72,Public,Positive,1,No,Postgraduate,Near,Female,66,57589
12,94,1.85,7.94,Yes,6,61,5.48,Yes,3,7715.67,9.31,Public,Neutral,4,No,College,Near,Male,69,93124
22,61,2.64,2.26,Yes,6,82,0.78,Yes,4,4303.68,4.78,Public,Positive,4,No,High School,Moderate,Female,64,55369
24,63,7.55,3.01,No,8,59,0.18,Yes,1,1843.55,5.17,Public,Neutral,3,Yes,High School,Near,Male,62,32280
23,71,4.01,4.66,Yes,7,69,9.0,Yes,3,4575.87,6.03,Public,Positive,5,Yes,,Far,Female,66,31642
26,68,5.8,9.57,Yes,8,90,6.59,Yes,4,4599.4,9.43,Private,Neutral,3,No,High School,Near,Male,70,30320
25,69,8.61,3.68,Yes,7,56,6.41,Yes,2,4594.34,4.39,Private,Neutral,4,No,High School,Near,Male,67,84235
23,92,2.57,3.95,No,8,54,6.14,Yes,0,9130.84,0.41,Public,Positive,1,No,Postgraduate,Near,Female,68,56092
20,83,7.35,1.89,No,9,77,7.45,Yes,0,4836.36,5.39,Public,Positive,3,Yes,,Near,Male,67,15109
10,60,4.79,3.35,No,9,85,6.69,Yes,0,5162.71,8.42,Public,Positive,4,No,Postgraduate,Near,Male,62,80960
23,77,2.48,3.1,Yes,8,96,5.12,Yes,1,8146.89,6.55,Private,Neutral,1,Yes,College,Near,Male,67,19190
21,76,5.0,9.97,Yes,8,83,4.11,Yes,0,4192.28,4.15,Public,Positive,5,No,High School,Near,Male,68,27996
22,65,2.51,4.73,No,7,97,0.57,Yes,2,6418.33,9.65,Private,Neutral,4,No,High School,Moderate,Female,64,67989
12,87,4.97,1.97,Yes,7,62,4.28,No,2,4490.91,5.07,Public,Neutral,4,No,High School,Near,Female,64,74427
14,88,4.65,3.35,No,8,67,5.91,Yes,2,9449.01,0.8,Public,Neutral,3,No,Postgraduate,Far,Male,66,77856
26,89,5.36,1.92,Yes,7,92,3.69,Yes,2,4466.14,7.25,Public,Positive,2,No,Postgraduate,Moderate,Male,72,93356
20,89,5.52,7.36,Yes,8,91,3.27,Yes,2,4710.93,5.47,Public,Positive,3,No,High School,Near,Female,72,85897
24,60,5.66,7.27,Yes,9,83,7.41,Yes,2,4131.76,3.02,Public,Positive,3,Yes,High School,Near,Male,66,79266
20,98,1.75,4.2,No,7,75,8.23,Yes,4,4474.12,4.23,Private,Positive,1,No,College,Near,Male,72,42984
20,93,8.67,4.51,Yes,4,51,1.86,Yes,1,5581.79,6.52,Public,Positive,3,No,High School,Near,Male,69,25595
26,96,8.83,7.84,Yes,10,64,0.04,Yes,2,5791.56,6.09,Private,Neutral,3,Yes,High School,Near,Female,72,17284
17,61,1.7,1.19,Yes,6,58,3.2,Yes,1,4961.32,7.59,Public,Neutral,4,No,High School,Near,Male,60,46847
21,97,4.55,4.22,Yes,7,53,3.54,Yes,0,9876.96,6.15,Public,Neutral,2,No,High School,Moderate,Male,69,67007
17,92,4.43,8.43,No,8,89,4.35,Yes,0,1935.18,0.35,Public,Positive,3,Yes,High School,Near,Male,68,81799
17,93,1.1,4.04,Yes,9,57,8.77,Yes,3,2790.46,7.62,Private,Neutral,2,No,College,Near,Male,69,62568
18,64,5.52,2.4,Yes,10,68,1.09,Yes,1,1114.17,5.89,Public,Positive,5,No,High School,Near,Male,62,30477
21,90,5.07,4.43,Yes,6,99,0.1,Yes,2,1778.44,9.61,Public,Positive,2,No,,Moderate,Male,71,57387
17,98,5.1,9.88,Yes,9,70,1.62,Yes,1,9924.25,4.4,Private,Negative,2,No,High School,Near,Male,70,24708
28,87,2.94,1.48,Yes,7,57,3.08,Yes,2,6764.66,7.08,Private,Negative,4,No,High School,Moderate,Male,68,45288
15,83,8.75,3.76,Yes,10,84,5.01,Yes,1,7738.89,8.65,Public,Negative,2,No,College,Near,Male,68,78923
19,98,4.27,8.36,No,9,90,1.37,No,1,7935.61,6.61,Private,Positive,2,No,College,Far,Female,70,49240
17,78,4.76,7.54,No,7,64,5.41,Yes,0,1065.38,4.07,Private,Neutral,3,No,High School,Near,Female,65,86632
29,84,8.16,4.78,Yes,6,90,4.21,Yes,0,6286.7,8.93,Public,Positive,3,No,Postgraduate,Far,Male,73,84913
21,79,8.61,4.41,No,4,64,1.89,Yes,0,2878.8,8.08,Public,Negative,4,No,College,Moderate,Male,66,17298
26,97,5.52,4.53,No,8,85,0.12,No,2,7037.52,0.86,Public,Neutral,3,No,High School,Near,Male,71,83096
11,63,7.5,3.99,Yes,9,56,8.37,Yes,2,4852.7,4.65,Public,Neutral,3,No,High School,Near,Female,62,55030
22,80,4.47,3.95,Yes,8,71,8.33,Yes,2,3876.47,6.42,Private,Positive,3,No,High School,Near,Female,68,78760
25,87,5.73,8.31,No,4,76,2.0,Yes,1,2916.25,9.92,Public,Positive,4,No,College,Far,Male,70,45372
20,92,5.89,1.18,No,5,86,1.8,Yes,0,6361.04,5.24,Public,Neutral,2,No,Postgraduate,Moderate,Female,68,55292
26,83,8.52,1.76,Yes,8,83,3.14,Yes,2,2483.29,9.35,Public,Neutral,2,No,College,Near,Female,71,38824
17,96,5.64,4.75,Yes,10,93,6.72,Yes,2,4850.55,3.72,Public,Negative,4,No,High School,Near,Female,70,34938
28,98,4.66,3.22,Yes,7,59,3.44,Yes,1,2520.6,6.57,Public,Positive,3,No,High School,Near,Male,72,76178
34,63,5.44,7.74,Yes,9,83,3.19,Yes,2,4487.88,8.99,Public,Negative,2,No,College,Moderate,Male,69,35598
18,76,5.96,9.87,No,5,56,6.23,Yes,1,1589.72,1.44,Public,Negative,2,No,College,Moderate,Male,63,16347
17,61,5.64,3.92,No,7,74,8.56,Yes,0,6263.23,5.51,Public,Neutral,2,No,Postgraduate,Near,Female,62,14907
29,73,4.16,3.36,No,7,76,3.02,Yes,2,4285.52,9.54,Private,Neutral,3,No,High School,Near,Female,68,62442
29,81,1.5,3.33,Yes,9,51,2.12,Yes,2,5030.73,6.44,Public,Positive,5,No,Postgraduate,Near,Male,70,86553
17,96,4.06,3.25,Yes,6,54,3.17,Yes,1,6002.45,6.21,Private,Positive,4,No,High School,Near,Male,69,65680
17,94,4.07,3.2,No,10,92,2.78,Yes,2,2382.18,4.78,Private,Negative,2,No,High School,Near,Male,68,84607
18,65,8.56,4.59,Yes,7,64,5.75,Yes,2,9231.63,5.06,Public,Positive,1,No,High School,Near,Male,65,43113
12,64,4.26,1.08,No,5,67,4.57,Yes,3,3556.23,4.6,Private,Positive,2,Yes,High School,Near,Male,59,52661
14,84,5.07,3.81,No,5,82,4.27,Yes,3,3913.42,6.79,Public,Positive,3,No,College,Far,Male,66,33614
14,81,8.52,3.48,No,6,61,0.32,Yes,0,1410.44,6.9,Public,Positive,4,No,High School,Moderate,Male,64,72965
15,71,2.29,3.29,No,8,60,8.07,No,5,2876.22,9.84,Public,Positive,4,No,High School,Far,Female,63,80268
20,96,4.2,3.35,No,6,71,3.15,Yes,5,4313.76,7.24,Public,Neutral,3,No,College,Near,Male,72,61737
21,97,5.71,9.18,Yes,6,53,0.94,Yes,0,3089.46,4.46,Public,Negative,3,Yes,High School,Moderate,Male,67,27294
29,76,4.04,3.7,No,8,96,0.93,Yes,2,2909.65,5.52,Public,Positive,2,No,Postgraduate,Moderate,Male,94,16941
14,96,4.46,8.33,Yes,4,97,2.24,Yes,2,4023.0,4.14,Public,Negative,3,No,High School,Near,Female,70,59718
26,75,1.29,3.59,No,6,72,5.49,Yes,0,1553.74,7.31,Public,Neutral,3,No,High School,Near,Male,66,52248
19,89,2.49,3.13,Yes,5,60,1.24,Yes,4,6917.21,4.61,Public,Positive,2,No,Postgraduate,Moderate,Female,69,72070
20,79,5.57,1.68,Yes,6,74,2.67,Yes,2,4231.55,5.7,Public,Positive,2,No,High School,Far,Male,64,75793
24,65,4.07,4.14,No,7,55,0.13,Yes,1,3935.63,7.39,Private,Positive,3,Yes,High School,Near,Female,63,53268
13,97,7.91,9.25,No,7,70,6.05,Yes,1,4714.32,7.03,Public,Neutral,4,No,Postgraduate,Near,Female,71,61855
22,78,7.39,3.27,No,7,54,6.28,Yes,1,6597.42,5.05,Public,Negative,3,Yes,High School,Moderate,Male,65,80181
21,89,1.26,4.48,Yes,9,85,1.95,Yes,1,4977.72,6.69,Public,Negative,5,No,College,Far,Female,68,93599
23,75,5.46,4.75,No,7,64,9.54,Yes,1,1798.46,5.06,Public,Negative,3,Yes,High School,Moderate,Male,64,70463
22,61,1.66,2.27,Yes,10,76,7.91,Yes,1,8333.62,8.13,Public,Positive,2,No,College,Near,Male,64,41732
35,64,5.85,3.11,Yes,8,51,3.44,Yes,2,4828.04,6.6,Public,Negative,5,Yes,High School,Near,Male,66,74404
16,80,8.46,3.23,No,6,76,6.1,Yes,1,6269.01,9.79,Public,Positive,4,No,College,Near,Male,68,69931
17,88,5.98,3.29,No,10,50,5.5,Yes,3,1546.3,7.3,Public,Neutral,5,No,College,Moderate,Female,67,78288
16,73,2.34,9.06,Yes,7,96,6.29,Yes,1,5157.55,4.92,Private,Positive,3,No,High School,Moderate,Female,66,57921
